"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2011年7月21日","2,404.2","2,389.6","2,417.1","2,377.8","269.16M","0.69%"
"2011年7月20日","2,387.8","2,411.7","2,412.4","2,384.5","210.86M","-0.43%"
"2011年7月19日","2,398.2","2,367.8","2,400.6","2,367.8","213.00M","2.31%"
"2011年7月18日","2,344.0","2,346.5","2,354.6","2,322.6","201.84M","-0.54%"
"2011年7月15日","2,356.7","2,351.8","2,357.4","2,336.1","246.35M","1.36%"
"2011年7月14日","2,325.1","2,358.9","2,370.7","2,318.2","230.01M","-1.16%"
"2011年7月13日","2,352.4","2,360.4","2,377.3","2,345.8","217.27M","0.37%"
"2011年7月12日","2,343.8","2,362.2","2,366.4","2,342.1","246.61M","-0.77%"
"2011年7月11日","2,362.0","2,380.6","2,392.1","2,354.1","191.32M","-1.82%"
"2011年7月8日","2,405.9","2,390.2","2,405.9","2,379.1","182.85M","-0.29%"
"2011年7月7日","2,412.9","2,396.6","2,419.0","2,394.6","198.30M","1.44%"
"2011年7月6日","2,378.6","2,368.8","2,383.8","2,361.5","178.09M","0.31%"
"2011年7月5日","2,371.2","2,363.1","2,374.4","2,357.3","169.47M","0.42%"
"2011年7月1日","2,361.4","2,326.2","2,363.4","2,320.6","179.00M","1.56%"
"2011年6月30日","2,325.1","2,303.0","2,327.4","2,302.7","209.60M","1.34%"
"2011年6月29日","2,294.4","2,290.5","2,299.3","2,278.9","206.99M","0.38%"
"2011年6月28日","2,285.8","2,256.5","2,286.9","2,254.9","178.38M","1.49%"
"2011年6月27日","2,252.2","2,217.6","2,263.2","2,215.1","210.67M","1.59%"
"2011年6月24日","2,217.1","2,245.5","2,247.0","2,213.1","373.11M","-1.68%"
"2011年6月23日","2,255.1","2,210.5","2,256.7","2,204.5","270.91M","0.86%"
"2011年6月22日","2,235.8","2,243.2","2,254.6","2,234.8","191.83M","-0.71%"
"2011年6月21日","2,251.8","2,211.0","2,253.3","2,203.7","212.51M","2.15%"
"2011年6月20日","2,204.4","2,187.2","2,210.6","2,186.8","197.82M","0.52%"
"2011年6月17日","2,193.0","2,220.0","2,222.5","2,186.8","431.05M","-0.32%"
"2011年6月16日","2,199.9","2,209.8","2,216.7","2,180.9","250.52M","-0.41%"
"2011年6月15日","2,209.0","2,229.8","2,243.2","2,204.1","244.21M","-1.84%"
"2011年6月14日","2,250.3","2,240.4","2,256.5","2,240.4","201.52M","1.26%"
"2011年6月13日","2,222.3","2,225.2","2,234.2","2,214.4","197.68M","0.05%"
"2011年6月10日","2,221.1","2,249.4","2,250.9","2,220.8","226.95M","-1.58%"
"2011年6月9日","2,256.6","2,253.2","2,267.8","2,246.5","197.97M","0.17%"
"2011年6月8日","2,252.9","2,264.4","2,268.0","2,246.6","226.36M","-0.71%"
"2011年6月7日","2,269.0","2,279.6","2,288.8","2,268.1","228.94M","-0.24%"
"2011年6月6日","2,274.5","2,288.6","2,299.4","2,273.2","222.45M","-0.78%"
"2011年6月3日","2,292.3","2,301.4","2,317.9","2,289.4","223.42M","-1.48%"
"2011年6月2日","2,326.7","2,325.6","2,335.7","2,314.7","217.99M","0.18%"
"2011年6月1日","2,322.5","2,368.3","2,373.8","2,321.0","272.45M","-2.11%"
"2011年5月31日","2,372.5","2,359.1","2,372.5","2,347.2","273.75M","1.56%"
"2011年5月27日","2,336.1","2,328.6","2,339.1","2,327.3","189.65M","0.44%"
"2011年5月26日","2,325.9","2,306.4","2,332.0","2,306.1","219.71M","0.65%"
"2011年5月25日","2,310.9","2,299.5","2,321.5","2,298.7","198.40M","0.32%"
"2011年5月24日","2,303.6","2,321.6","2,322.6","2,302.4","184.20M","-0.57%"
"2011年5月23日","2,316.8","2,318.2","2,325.9","2,306.4","207.42M","-1.47%"
"2011年5月20日","2,351.4","2,365.5","2,369.0","2,348.7","213.10M","-0.77%"
"2011年5月19日","2,369.7","2,369.1","2,374.2","2,355.4","209.80M","0.28%"
"2011年5月18日","2,362.9","2,340.7","2,366.4","2,337.5","244.12M","0.83%"
"2011年5月17日","2,343.5","2,325.9","2,343.7","2,320.3","269.72M","0.24%"
"2011年5月16日","2,337.9","2,368.5","2,375.4","2,332.8","259.61M","-1.74%"
"2011年5月13日","2,379.2","2,403.1","2,406.0","2,378.8","255.58M","-1.19%"
"2011年5月12日","2,407.9","2,384.1","2,410.4","2,372.2","292.14M","0.62%"
"2011年5月11日","2,393.1","2,408.1","2,415.9","2,377.4","288.81M","-0.76%"
"2011年5月10日","2,411.4","2,397.2","2,414.6","2,394.8","212.50M","0.85%"
"2011年5月9日","2,391.0","2,384.2","2,399.7","2,377.0","187.48M","0.33%"
"2011年5月6日","2,383.2","2,395.9","2,411.6","2,376.1","230.18M","0.34%"
"2011年5月5日","2,375.2","2,376.5","2,402.1","2,366.7","256.55M","-0.52%"
"2011年5月4日","2,387.5","2,392.2","2,398.5","2,367.7","264.65M","-0.22%"
"2011年5月3日","2,392.8","2,401.8","2,404.1","2,377.3","228.21M","-0.48%"
"2011年5月2日","2,404.2","2,410.2","2,417.8","2,397.5","226.46M","0.01%"
"2011年4月29日","2,404.1","2,405.1","2,415.6","2,403.3","615.00M","-0.24%"
"2011年4月28日","2,409.9","2,405.0","2,412.0","2,398.9","238.26M","-0.15%"
"2011年4月27日","2,413.6","2,402.4","2,415.9","2,390.5","221.78M","0.73%"
"2011年4月26日","2,396.0","2,389.2","2,405.2","2,384.8","235.32M","0.52%"
"2011年4月25日","2,383.7","2,377.9","2,385.0","2,375.1","166.00M","0.27%"
"2011年4月21日","2,377.3","2,381.2","2,381.2","2,370.3","211.94M","0.83%"
"2011年4月20日","2,357.8","2,344.2","2,360.7","2,344.2","250.71M","2.21%"
"2011年4月19日","2,306.8","2,297.0","2,306.8","2,286.6","190.70M","0.63%"
"2011年4月18日","2,292.3","2,281.9","2,293.1","2,254.9","205.40M","-0.66%"
"2011年4月15日","2,307.6","2,304.5","2,316.8","2,293.5","259.64M","-0.16%"
"2011年4月14日","2,311.3","2,301.3","2,315.2","2,291.8","186.65M","-0.23%"
"2011年4月13日","2,316.6","2,312.8","2,322.6","2,298.8","178.07M","0.80%"
"2011年4月12日","2,298.3","2,302.9","2,308.2","2,288.7","171.15M","-0.70%"
"2011年4月11日","2,314.5","2,330.3","2,334.0","2,305.5","165.11M","-0.29%"
"2011年4月8日","2,321.2","2,342.7","2,345.4","2,313.3","181.43M","-0.50%"
"2011年4月7日","2,332.9","2,331.7","2,346.9","2,315.8","206.23M","0.02%"
"2011年4月6日","2,332.3","2,343.4","2,352.3","2,320.3","213.27M","0.19%"
"2011年4月5日","2,327.9","2,330.1","2,342.3","2,323.4","205.09M","-0.29%"
"2011年4月4日","2,334.5","2,347.7","2,350.3","2,324.0","169.17M","-0.36%"
"2011年4月1日","2,342.9","2,352.5","2,359.2","2,334.9","253.16M","0.17%"
"2011年3月31日","2,339.0","2,332.7","2,342.2","2,329.6","210.43M","0.11%"
"2011年3月30日","2,336.5","2,338.4","2,340.4","2,326.8","178.96M","0.47%"
"2011年3月29日","2,325.5","2,299.3","2,325.5","2,291.8","161.21M","0.97%"
"2011年3月28日","2,303.1","2,325.1","2,326.1","2,303.1","168.24M","-0.57%"
"2011年3月25日","2,316.4","2,319.1","2,331.6","2,314.0","203.21M","0.18%"
"2011年3月24日","2,312.1","2,287.0","2,315.6","2,275.6","211.66M","1.83%"
"2011年3月23日","2,270.5","2,251.5","2,276.6","2,234.9","189.31M","0.56%"
"2011年3月22日","2,258.0","2,264.1","2,266.1","2,253.1","159.51M","-0.21%"
"2011年3月21日","2,262.7","2,250.9","2,273.1","2,249.5","177.24M","1.87%"
"2011年3月18日","2,221.1","2,249.2","2,249.4","2,217.9","397.97M","-0.19%"
"2011年3月17日","2,225.2","2,238.9","2,247.9","2,223.1","230.11M","1.01%"
"2011年3月16日","2,203.0","2,240.8","2,252.1","2,188.9","324.39M","-2.51%"
"2011年3月15日","2,259.6","2,218.3","2,271.6","2,217.4","277.75M","-1.36%"
"2011年3月14日","2,290.7","2,286.8","2,302.9","2,274.1","189.32M","-0.37%"
"2011年3月11日","2,299.3","2,275.3","2,306.0","2,275.1","201.75M","0.66%"
"2011年3月10日","2,284.3","2,295.1","2,300.5","2,276.1","260.18M","-1.65%"
"2011年3月9日","2,322.7","2,328.8","2,330.7","2,309.3","200.99M","-0.64%"
"2011年3月8日","2,337.6","2,325.1","2,347.5","2,311.0","189.35M","0.41%"
"2011年3月7日","2,328.1","2,367.9","2,370.9","2,307.4","243.47M","-1.35%"
"2011年3月4日","2,360.0","2,370.3","2,371.2","2,344.6","200.99M","-0.50%"
"2011年3月3日","2,371.8","2,350.5","2,375.7","2,350.2","202.53M","1.93%"
"2011年3月2日","2,326.8","2,314.3","2,340.8","2,312.0","207.31M","0.50%"
"2011年3月1日","2,315.3","2,359.8","2,360.0","2,308.1","231.54M","-1.52%"
"2011年2月28日","2,351.0","2,354.9","2,362.8","2,338.2","243.06M","0.20%"
"2011年2月25日","2,346.3","2,326.1","2,349.5","2,325.7","199.96M","1.43%"
"2011年2月24日","2,313.3","2,306.9","2,321.2","2,285.4","236.71M","0.54%"
"2011年2月23日","2,300.9","2,321.4","2,329.1","2,284.6","269.34M","-0.94%"
"2011年2月22日","2,322.9","2,353.8","2,366.4","2,318.4","248.33M","-2.91%"
"2011年2月18日","2,392.5","2,396.8","2,400.5","2,382.4","264.22M","-0.21%"
"2011年2月17日","2,397.6","2,384.7","2,400.9","2,384.2","205.38M","-0.02%"
"2011年2月16日","2,397.9","2,389.5","2,403.5","2,387.7","249.79M","0.67%"
"2011年2月15日","2,381.9","2,380.2","2,384.8","2,371.2","198.52M","-0.15%"
"2011年2月14日","2,385.6","2,379.5","2,388.6","2,378.2","205.52M","0.27%"
"2011年2月11日","2,379.1","2,357.8","2,381.4","2,353.3","230.91M","0.63%"
"2011年2月10日","2,364.4","2,343.8","2,366.3","2,341.8","345.82M","0.14%"
"2011年2月9日","2,360.9","2,359.8","2,367.2","2,352.5","209.02M","-0.11%"
"2011年2月8日","2,363.6","2,348.5","2,363.8","2,344.9","175.47M","0.61%"
"2011年2月7日","2,349.2","2,340.4","2,360.8","2,338.9","171.66M","0.47%"
"2011年2月4日","2,338.2","2,324.2","2,338.7","2,318.3","182.49M","0.65%"
"2011年2月3日","2,323.1","2,316.7","2,327.2","2,297.8","191.23M","0.09%"
"2011年2月2日","2,321.1","2,317.9","2,328.8","2,316.2","192.25M","-0.17%"
"2011年2月1日","2,324.9","2,298.4","2,329.3","2,296.7","213.05M","1.89%"
"2011年1月31日","2,281.9","2,274.2","2,287.5","2,258.1","224.03M","0.50%"
"2011年1月28日","2,270.5","2,330.1","2,330.1","2,260.6","265.48M","-2.56%"
"2011年1月27日","2,330.1","2,322.3","2,336.0","2,319.2","237.29M","0.69%"
"2011年1月26日","2,314.2","2,307.0","2,321.2","2,300.1","218.30M","0.44%"
"2011年1月25日","2,304.0","2,288.5","2,304.0","2,283.8","203.47M","0.16%"
"2011年1月24日","2,300.4","2,271.7","2,300.4","2,268.7","188.35M","1.41%"
"2011年1月21日","2,268.3","2,295.1","2,301.1","2,267.2","247.56M","-0.78%"
"2011年1月20日","2,286.1","2,292.2","2,295.2","2,268.6","233.38M","-0.75%"
"2011年1月19日","2,303.3","2,329.9","2,331.6","2,294.9","197.83M","-1.09%"
"2011年1月18日","2,328.8","2,300.9","2,331.3","2,299.4","217.24M","0.23%"
"2011年1月14日","2,323.4","2,304.4","2,323.4","2,300.3","202.76M","0.78%"
"2011年1月13日","2,305.5","2,303.6","2,310.8","2,298.6","208.83M","0.03%"
"2011年1月12日","2,304.9","2,298.6","2,304.9","2,289.1","183.31M","0.71%"
"2011年1月11日","2,288.7","2,294.7","2,296.1","2,279.5","180.09M","0.19%"
"2011年1月10日","2,284.4","2,270.6","2,288.6","2,265.0","184.03M","0.34%"
"2011年1月7日","2,276.7","2,280.1","2,282.9","2,254.2","199.87M","-0.04%"
"2011年1月6日","2,277.5","2,272.3","2,279.4","2,268.6","212.92M","0.31%"
"2011年1月5日","2,270.4","2,245.4","2,271.1","2,243.9","197.94M","0.84%"
"2011年1月4日","2,251.5","2,261.6","2,263.0","2,237.7","195.31M","-0.12%"
"2011年1月3日","2,254.2","2,238.7","2,268.3","2,237.8","197.43M","1.64%"
"2010年12月31日","2,217.9","2,223.3","2,225.0","2,209.4","97.19M","-0.35%"
"2010年12月30日","2,225.7","2,230.4","2,232.4","2,222.8","73.64M","-0.27%"
"2010年12月29日","2,231.6","2,232.3","2,236.2","2,229.9","80.53M","0.19%"
"2010年12月28日","2,227.4","2,234.6","2,236.2","2,222.8","99.85M","-0.11%"
"2010年12月27日","2,229.9","2,223.8","2,234.4","2,208.8","80.27M","-0.02%"
"2010年12月23日","2,230.3","2,232.8","2,235.1","2,225.3","91.29M","-0.25%"
"2010年12月22日","2,235.9","2,234.6","2,238.9","2,232.0","123.09M","0.06%"
"2010年12月21日","2,234.6","2,230.6","2,235.6","2,226.3","136.81M","0.52%"
"2010年12月20日","2,223.0","2,225.4","2,230.6","2,206.3","167.26M","0.21%"
"2010年12月17日","2,218.3","2,222.0","2,227.0","2,217.1","447.12M","0.01%"
"2010年12月16日","2,218.0","2,205.3","2,222.0","2,198.9","176.45M","0.71%"
"2010年12月15日","2,202.4","2,210.5","2,223.7","2,196.9","213.89M","-0.46%"
"2010年12月14日","2,212.6","2,213.2","2,220.4","2,205.2","169.09M","0.23%"
"2010年12月13日","2,207.4","2,223.9","2,225.2","2,207.0","177.25M","-0.36%"
"2010年12月10日","2,215.3","2,206.5","2,217.5","2,199.7","154.35M","0.63%"
"2010年12月9日","2,201.6","2,210.7","2,213.0","2,193.9","165.59M","0.04%"
"2010年12月8日","2,200.6","2,195.3","2,201.3","2,183.0","153.76M","0.51%"
"2010年12月7日","2,189.4","2,215.0","2,215.3","2,188.7","199.41M","-0.02%"
"2010年12月6日","2,189.8","2,192.1","2,193.9","2,183.0","153.46M","-0.06%"
"2010年12月3日","2,191.2","2,177.1","2,192.9","2,176.3","170.60M","0.27%"
"2010年12月2日","2,185.3","2,166.6","2,187.8","2,164.5","216.40M","1.04%"
"2010年12月1日","2,162.8","2,150.6","2,173.4","2,150.6","223.48M","2.15%"
"2010年11月30日","2,117.3","2,119.5","2,131.5","2,110.2","271.20M","-1.27%"
"2010年11月29日","2,144.6","2,144.0","2,150.7","2,118.9","198.43M","-0.43%"
"2010年11月26日","2,153.9","2,146.4","2,160.6","2,142.7","78.14M","-0.31%"
"2010年11月24日","2,160.5","2,138.2","2,165.1","2,138.1","194.74M","2.07%"
"2010年11月23日","2,116.6","2,128.2","2,132.7","2,105.6","208.79M","-1.59%"
"2010年11月22日","2,150.9","2,126.4","2,151.0","2,121.7","185.73M","0.73%"
"2010年11月19日","2,135.3","2,129.6","2,138.9","2,121.1","277.91M","0.02%"
"2010年11月18日","2,134.8","2,124.8","2,148.0","2,121.9","235.49M","1.66%"
"2010年11月17日","2,100.0","2,093.7","2,111.1","2,090.3","215.30M","0.30%"
"2010年11月16日","2,093.6","2,114.4","2,126.2","2,085.3","280.57M","-1.78%"
"2010年11月15日","2,131.5","2,147.1","2,152.9","2,129.7","198.30M","-0.30%"
"2010年11月12日","2,137.9","2,161.7","2,171.2","2,122.4","288.76M","-1.62%"
"2010年11月11日","2,173.1","2,153.8","2,177.2","2,145.1","223.59M","-0.67%"
"2010年11月10日","2,187.7","2,178.4","2,189.4","2,162.6","212.27M","0.50%"
"2010年11月9日","2,176.9","2,195.8","2,200.2","2,167.0","206.29M","-0.55%"
"2010年11月8日","2,188.9","2,179.7","2,191.5","2,176.7","182.30M","0.10%"
"2010年11月5日","2,186.7","2,188.3","2,191.2","2,179.9","217.86M","-0.05%"
"2010年11月4日","2,187.8","2,183.1","2,193.7","2,179.1","259.12M","1.36%"
"2010年11月3日","2,158.4","2,151.2","2,159.7","2,132.7","239.33M","0.31%"
"2010年11月2日","2,151.7","2,147.0","2,155.5","2,141.6","180.26M","1.09%"
"2010年11月1日","2,128.4","2,135.6","2,148.1","2,117.6","188.83M","0.19%"
"2010年10月29日","2,124.4","2,126.8","2,137.3","2,124.4","231.99M","-0.25%"
"2010年10月28日","2,129.7","2,135.1","2,135.7","2,112.1","226.93M","0.18%"
"2010年10月27日","2,125.9","2,108.1","2,127.2","2,105.0","219.13M","0.32%"
"2010年10月26日","2,119.1","2,100.5","2,123.8","2,094.8","212.36M","0.26%"
"2010年10月25日","2,113.6","2,113.2","2,127.3","2,112.3","197.48M","0.44%"
"2010年10月22日","2,104.2","2,089.2","2,105.4","2,086.9","167.81M","0.68%"
"2010年10月21日","2,090.1","2,097.2","2,106.2","2,069.4","239.51M","0.21%"
"2010年10月20日","2,085.8","2,075.5","2,100.2","2,072.5","231.08M","0.77%"
"2010年10月19日","2,069.7","2,064.0","2,087.1","2,054.6","280.32M","-1.64%"
"2010年10月18日","2,104.1","2,100.2","2,105.1","2,091.1","209.34M","0.31%"
"2010年10月15日","2,097.7","2,078.6","2,097.7","2,062.8","335.12M","2.10%"
"2010年10月14日","2,054.5","2,058.4","2,062.3","2,043.7","241.41M","-0.13%"
"2010年10月13日","2,057.3","2,052.5","2,067.1","2,048.1","277.13M","0.77%"
"2010年10月12日","2,041.6","2,023.8","2,045.1","2,007.1","221.63M","0.72%"
"2010年10月11日","2,027.0","2,028.5","2,037.1","2,021.4","153.57M","-0.00%"
"2010年10月8日","2,027.0","2,015.0","2,030.9","1,999.9","219.91M","0.77%"
"2010年10月7日","2,011.6","2,016.1","2,017.4","1,996.3","221.91M","0.25%"
"2010年10月6日","2,006.5","2,021.2","2,024.9","1,992.7","241.41M","-0.89%"
"2010年10月5日","2,024.6","1,996.4","2,026.5","1,996.2","262.04M","2.50%"
"2010年10月4日","1,975.3","1,990.1","1,997.7","1,963.7","221.33M","-1.07%"
"2010年10月1日","1,996.6","2,014.5","2,017.2","1,987.7","225.22M","-0.07%"
"2010年9月30日","1,998.0","2,021.5","2,029.7","1,986.3","297.25M","-0.55%"
"2010年9月29日","2,009.1","2,008.1","2,017.2","2,000.9","228.59M","-0.17%"
"2010年9月28日","2,012.4","2,013.6","2,017.6","1,979.7","273.17M","0.07%"
"2010年9月27日","2,011.0","2,021.7","2,026.4","2,010.5","192.42M","-0.63%"
"2010年9月24日","2,023.8","2,006.5","2,023.8","2,002.6","236.95M","2.10%"
"2010年9月23日","1,982.2","1,968.0","2,002.5","1,967.8","219.52M","-0.03%"
"2010年9月22日","1,982.8","1,979.9","1,996.4","1,972.8","291.24M","-0.32%"
"2010年9月21日","1,989.1","1,990.2","2,002.8","1,980.5","280.41M","-0.02%"
"2010年9月20日","1,989.4","1,962.2","1,992.8","1,960.4","221.17M","1.72%"
"2010年9月17日","1,955.8","1,959.3","1,961.0","1,945.5","445.14M","0.40%"
"2010年9月16日","1,948.1","1,937.2","1,949.4","1,931.7","229.00M","0.44%"
"2010年9月15日","1,939.6","1,924.0","1,942.3","1,918.1","239.81M","0.57%"
"2010年9月14日","1,928.6","1,917.8","1,938.0","1,913.7","247.79M","0.36%"
"2010年9月13日","1,921.7","1,908.8","1,924.6","1,908.4","242.28M","1.55%"
"2010年9月10日","1,892.3","1,887.8","1,895.9","1,879.7","206.73M","0.33%"
"2010年9月9日","1,886.1","1,897.0","1,897.9","1,882.8","200.93M","0.33%"
"2010年9月8日","1,880.0","1,863.7","1,887.2","1,863.5","252.81M","1.27%"
"2010年9月7日","1,856.5","1,862.9","1,870.1","1,854.4","223.79M","-0.74%"
"2010年9月3日","1,870.3","1,864.0","1,870.3","1,851.6","188.72M","1.62%"
"2010年9月2日","1,840.6","1,822.8","1,840.6","1,818.0","185.09M","1.13%"
"2010年9月1日","1,820.1","1,791.9","1,824.7","1,791.4","268.97M","2.98%"
"2010年8月31日","1,767.4","1,762.5","1,781.5","1,755.4","316.58M","-0.26%"
"2010年8月30日","1,772.1","1,786.0","1,798.5","1,772.1","188.11M","-1.09%"
"2010年8月27日","1,791.6","1,780.1","1,794.3","1,747.3","283.18M","1.28%"
"2010年8月26日","1,769.0","1,797.3","1,800.6","1,767.8","231.11M","-1.22%"
"2010年8月25日","1,790.9","1,762.7","1,798.4","1,758.6","250.36M","0.88%"
"2010年8月24日","1,775.3","1,783.2","1,793.4","1,767.4","275.66M","-1.83%"
"2010年8月23日","1,808.3","1,833.3","1,842.8","1,807.8","215.08M","-0.96%"
"2010年8月20日","1,825.8","1,818.4","1,829.9","1,810.6","297.35M","0.15%"
"2010年8月19日","1,823.0","1,842.8","1,847.6","1,811.6","316.49M","-1.50%"
"2010年8月18日","1,850.8","1,841.4","1,862.4","1,834.2","221.35M","0.29%"
"2010年8月17日","1,845.4","1,833.2","1,860.7","1,831.3","236.04M","1.31%"
"2010年8月16日","1,821.5","1,807.0","1,834.1","1,801.7","210.37M","0.15%"
"2010年8月13日","1,818.8","1,825.3","1,832.5","1,818.3","213.79M","-0.73%"
"2010年8月12日","1,832.2","1,808.6","1,839.2","1,807.5","295.85M","-0.72%"
"2010年8月11日","1,845.4","1,866.0","1,866.0","1,838.9","279.56M","-2.84%"
"2010年8月10日","1,899.2","1,896.7","1,908.7","1,882.6","276.61M","-0.83%"
"2010年8月9日","1,915.2","1,911.4","1,918.8","1,903.0","186.18M","0.65%"
"2010年8月6日","1,902.9","1,883.3","1,905.0","1,873.4","234.86M","-0.11%"
"2010年8月5日","1,904.9","1,900.1","1,907.8","1,892.5","193.21M","-0.22%"
"2010年8月4日","1,909.2","1,898.8","1,911.0","1,891.2","233.42M","0.92%"
"2010年8月3日","1,891.8","1,898.5","1,898.6","1,881.6","214.29M","-0.38%"
"2010年8月2日","1,899.0","1,886.6","1,902.7","1,879.8","219.82M","1.88%"
"2010年7月30日","1,864.0","1,842.3","1,874.6","1,833.9","280.96M","0.20%"
"2010年7月29日","1,860.3","1,884.1","1,887.4","1,841.4","324.34M","-0.66%"
"2010年7月28日","1,872.6","1,887.5","1,894.7","1,866.7","242.22M","-0.86%"
"2010年7月27日","1,888.8","1,899.1","1,900.2","1,880.2","236.31M","-0.08%"
"2010年7月26日","1,890.4","1,875.8","1,890.4","1,867.8","220.61M","0.80%"
"2010年7月23日","1,875.4","1,851.8","1,875.4","1,846.3","300.90M","0.66%"
"2010年7月22日","1,863.1","1,842.4","1,870.4","1,842.4","294.32M","2.52%"
"2010年7月21日","1,817.3","1,859.6","1,859.8","1,813.3","320.67M","-1.27%"
"2010年7月20日","1,840.7","1,789.9","1,841.2","1,784.6","261.13M","1.18%"
"2010年7月19日","1,819.3","1,808.0","1,822.7","1,794.6","210.71M","0.88%"
"2010年7月16日","1,803.5","1,845.5","1,850.7","1,802.5","348.79M","-2.84%"
"2010年7月15日","1,856.2","1,849.2","1,860.3","1,830.7","264.24M","0.15%"
"2010年7月14日","1,853.4","1,847.9","1,863.5","1,840.6","306.73M","0.45%"
"2010年7月13日","1,845.0","1,835.0","1,851.3","1,822.3","261.47M","1.32%"
"2010年7月12日","1,821.0","1,814.5","1,831.6","1,808.7","201.35M","0.34%"
"2010年7月9日","1,814.8","1,797.0","1,815.2","1,793.0","195.08M","0.92%"
"2010年7月8日","1,798.3","1,801.6","1,805.8","1,777.4","258.03M","0.48%"
"2010年7月7日","1,789.7","1,739.0","1,790.2","1,737.0","262.41M","3.17%"
"2010年7月6日","1,734.7","1,753.0","1,763.9","1,719.2","270.90M","0.37%"
"2010年7月2日","1,728.3","1,736.3","1,742.4","1,712.9","235.42M","-0.35%"
"2010年7月1日","1,734.4","1,741.9","1,747.3","1,700.0","342.94M","-0.27%"
"2010年6月30日","1,739.1","1,762.0","1,776.6","1,734.9","292.65M","-1.41%"
"2010年6月29日","1,764.1","1,805.6","1,807.1","1,752.6","364.40M","-3.92%"
"2010年6月28日","1,836.0","1,843.3","1,852.7","1,823.5","212.73M","-0.14%"
"2010年6月25日","1,838.5","1,848.8","1,857.3","1,829.3","375.65M","-0.33%"
"2010年6月24日","1,844.6","1,868.5","1,871.1","1,839.3","281.95M","-1.59%"
"2010年6月23日","1,874.4","1,884.0","1,889.7","1,859.1","234.11M","-0.33%"
"2010年6月22日","1,880.5","1,903.3","1,917.3","1,878.0","231.79M","-0.81%"
"2010年6月21日","1,895.8","1,939.8","1,939.8","1,885.2","337.03M","-0.92%"
"2010年6月18日","1,913.5","1,911.1","1,925.2","1,906.8","336.98M","0.15%"
"2010年6月17日","1,910.7","1,914.8","1,916.2","1,894.3","216.33M","0.28%"
"2010年6月16日","1,905.3","1,891.3","1,913.2","1,888.2","219.32M","0.41%"
"2010年6月15日","1,897.5","1,855.7","1,898.8","1,855.7","256.02M","2.82%"
"2010年6月14日","1,845.5","1,862.7","1,876.9","1,844.2","209.48M","-0.09%"
"2010年6月11日","1,847.2","1,814.3","1,848.6","1,812.0","215.41M","0.93%"
"2010年6月10日","1,830.1","1,800.6","1,831.8","1,796.3","261.22M","2.88%"
"2010年6月9日","1,778.9","1,805.9","1,823.2","1,774.1","269.33M","-0.93%"
"2010年6月8日","1,795.7","1,799.3","1,805.8","1,770.5","333.14M","-0.14%"
"2010年6月7日","1,798.2","1,839.8","1,845.3","1,795.5","262.88M","-1.85%"
"2010年6月4日","1,832.0","1,857.8","1,879.3","1,824.7","289.33M","-3.36%"
"2010年6月3日","1,895.7","1,883.3","1,898.9","1,871.6","266.22M","0.85%"
"2010年6月2日","1,879.6","1,844.7","1,879.6","1,832.6","250.23M","2.43%"
"2010年6月1日","1,835.0","1,846.6","1,878.0","1,833.0","258.27M","-0.94%"
"2010年5月28日","1,852.4","1,865.9","1,867.7","1,836.2","276.84M","-0.55%"
"2010年5月27日","1,862.7","1,837.7","1,863.9","1,831.8","292.80M","3.69%"
"2010年5月26日","1,796.5","1,827.6","1,850.8","1,793.0","413.53M","-1.06%"
"2010年5月25日","1,815.7","1,769.3","1,818.3","1,756.6","355.50M","0.02%"
"2010年5月24日","1,815.3","1,818.5","1,841.1","1,814.2","250.65M","-0.41%"
"2010年5月21日","1,822.8","1,772.3","1,834.7","1,767.9","492.57M","1.26%"
"2010年5月20日","1,800.1","1,830.2","1,840.0","1,798.2","406.82M","-3.91%"
"2010年5月19日","1,873.4","1,879.3","1,894.4","1,851.0","307.44M","-0.72%"
"2010年5月18日","1,887.1","1,929.1","1,933.3","1,878.6","275.19M","-1.48%"
"2010年5月17日","1,915.4","1,911.4","1,920.8","1,872.9","254.29M","0.44%"
"2010年5月14日","1,907.1","1,928.6","1,929.9","1,885.5","306.95M","-1.97%"
"2010年5月13日","1,945.5","1,969.4","1,983.1","1,940.4","270.57M","-1.52%"
"2010年5月12日","1,975.6","1,952.0","1,977.4","1,947.2","266.98M","1.81%"
"2010年5月11日","1,940.5","1,920.2","1,966.5","1,918.1","291.79M","-0.11%"
"2010年5月10日","1,942.6","1,931.5","1,942.6","1,923.5","346.69M","5.04%"
"2010年5月7日","1,849.4","1,879.8","1,901.9","1,808.1","549.39M","-2.34%"
"2010年5月6日","1,893.8","1,948.3","1,964.1","1,752.3","507.84M","-3.29%"
"2010年5月5日","1,958.3","1,947.3","1,971.1","1,936.6","303.97M","-0.54%"
"2010年5月4日","1,969.0","2,003.6","2,003.6","1,955.4","325.08M","-3.08%"
"2010年5月3日","2,031.6","2,010.9","2,039.5","2,010.9","219.37M","1.55%"
"2010年4月30日","2,000.6","2,040.6","2,044.4","2,000.3","282.59M","-2.07%"
"2010年4月29日","2,042.9","2,020.5","2,045.9","2,019.3","264.36M","1.76%"
"2010年4月28日","2,007.6","2,016.5","2,017.9","1,991.9","310.96M","0.07%"
"2010年4月27日","2,006.3","2,040.4","2,049.9","2,001.0","301.61M","-2.09%"
"2010年4月26日","2,049.1","2,054.8","2,059.4","2,045.6","230.34M","-0.30%"
